"SURVEY_YEAR","NUM_MALE_GE25","CV_NUM_MALE_GE25","CI_NUM_MALE_GE25","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE95","CV_NUM_MALE_GE95","CI_NUM_MALE_GE95","NUM_MALE_GE78","CV_NUM_MALE_GE78","CI_NUM_MALE_GE78","NUM_MALE_GE102","CV_NUM_MALE_GE102","CI_NUM_MALE_GE102","NUM_MALE_GE102_NEW","CV_NUM_MALE_GE102_NEW","CI_NUM_MALE_GE102_NEW","NUM_MALE_GE102_OLD","CV_NUM_MALE_GE102_OLD","CI_NUM_MALE_GE102_OLD","NUM_MALE_95TO101","CV_NUM_MALE_95TO101","CI_NUM_MALE_95TO101","NUM_IMMATURE_FEMALE","CV_NUM_IMMATURE_FEMALE","CI_NUM_IMMATURE_FEMALE","NUM_MATURE_FEMALE","CV_NUM_MATURE_FEMALE","CI_NUM_MATURE_FEMALE"
1990,2970042628.029604137430576266196752489134,0.1157711371733450978623095114875658277245,673936616.500583434496078868155511952992,2263916552.361729382310308243045761846211,0.1313257709832849898839956425076767112079,582728749.894220204143448392862139838822,710409489.31129739621149257819502592359,0.1536727406633726294370964601297874101074,213974323.502838629675084383849203214679,1348059101.070833131124342393516974974188,0.1368315781048094231308108811102394779472,361535826.189022852318360443226030624514,395063785.326273480117148896593205464843,0.1491457845033958806321941329779343679635,115487312.455081742776948709137107466257,366002740.261516744374441175186291027949,0.1609542869939011107721839359452498628674,115463031.789348565480457937518263847727,29061045.06475673574270772140691443689469,0.1509846015273433198249766371646002461216,8600029.80577810726480617895442215923149,315345703.985023916094343681601820458755,0.1686875133521704325584750762008330511818,104261969.996985680993502909515562850119,1043885049.064362457605281673425577600255,0.379333993042134159183455488110161566461,776122924.519594737983655138387256389687,3008694645.138529003969152591260589076445,0.2361723199661802444265146480077899878659,1392717973.047892005571255565612773254313
1991,3767949065.781932207950822819613144974218,0.1614864220187367362602558102330136073216,1192606321.444653227496496460415612523615,3331816776.654752371276636570285495710548,0.1833085491940314639579616950459232438997,1197070979.03747735517621451658515204144,618332094.41756747705315516085710783325,0.1480037810557456950745570009992548163137,179370356.326959930360754750867779426561,1093772468.533370616864791762212979798514,0.1519689707188451462289396789846591105048,325790173.437508475780241669971179137461,439700306.805607012719498448195639872332,0.1671825484671287299154100686652607039716,144080026.992937943191881663570328422457,387325832.24003986968146927259337440735,0.1891765775133526163860265503355929676933,143615031.638336159957804754511695578292,52374474.56556714303802917560226546498228,0.1484561949688830355255850424483209317566,15239617.80669733715972635233711038015388,178631787.611960464333656712661467960925,0.1941618711864541668943311529026066304309,67979624.98679423347124610640226885252162,2270747748.878756322987002605111283217279,0.1754633775766787324995813021904803635602,780928816.500096704016518641633054566898,3545372679.941952115459077439261023358143,0.2778537277878875711333680748279665648393,1930786230.41764103265589102581439704093
1992,2986808288.501491014389256847130970358759,0.2094785869816506436174341751299690961027,1226317864.526334363696471987066284939011,2776161438.394221529853868010935695335565,0.2302714109378286974473358405955121130622,1252970398.364049610680981388707278140882,293232413.268585305413033265708214850515,0.1090499159327584915642310260149264375819,62674861.2307702814792228941937559972947,512942314.946401904584131658074929412309,0.0889572647008784388381794526104376716579,89434692.76245812082014390539214121424179,223327075.432650209333882559355109510941,0.1181210984044347571404875985547705225236,51704093.32896721061221670469116082826907,170955682.176847280108360617975013386612,0.1410862651770413919929136781848463369725,47274217.46988438096846577782890260279743,52371393.25580292922552194138009612432958,0.1371753983947491465450240921878932659245,14080770.79933157701767052833742027128833,69905337.83593509607915070635310533957406,0.0997600524026022786467351587560809697514,13668569.92483962187336480576145850277417,1862158875.982297766172348073277635117604,0.1690260836575391499297027564425705121248,616916707.032609348882296989817765908474,2068884684.041060288783550438587923972379,0.2093662989475141773665716108944555580531,848983269.323873122560859585733058338861
1993,4949460412.6725497315821825908535099312,0.1762524637464015171306578355979816100007,1709815000.219683404809412134829960042767,4805538727.223079184268644664319219394984,0.1818467351869836668990396842446091328296,1712788195.585854445136574250996185853334,182822685.50318815354372036657636594897,0.1169352175517621527943680030405775072567,41901684.58531689094032805820932719125324,355759966.253084062091544724173876179072,0.1035699068199022349936619304457348926157,72218212.04796362074726192174823162572308,127639550.842696775102946434638737347856,0.1153567367991875085754640885447627710522,28859200.86058586873264543320316027381996,90424528.04566131758751726235175707814591,0.142918612940612467497674320228214733105,25329762.32322703609492095147096343675543,37215022.7970354575154291722869802697102,0.1519960202786974192098834240494405702457,11086809.30507156077516636082048793115421,55183134.66049137844077393193762860111374,0.1309151976529710553918845680318677092576,14159649.52312994334475926591125233196221,2909240794.141521079205827047863878487643,0.1978686044921111835523191621567957706172,1128268935.493876006252498413641946336928,2396291974.689981416117085443559475595805,0.1741960442639758812970884168275512651876,818152182.469312102970682830165252792753
1994,4203956146.682074195220339160758946039585,0.149093041508226888587798691390924588701,1228489992.22103066611598768983744987883,4116854949.132224487961243244073714199104,0.1537803754367058492826691352677766150303,1240859339.404187524823332988282993385867,106415361.856434196876289434254178284853,0.10634152216588499549428615403073765253,22180088.26082747282906937585675065327676,320613820.371518324566171622048494654877,0.083863905811648237681567135873465820006,52700337.37775745072582496070734434552687,73790860.78614631310662168222783134597797,0.1156470270455454086870598146603996120756,16726039.59917709606694712650269518669893,45046460.06252820070537337522691575718523,0.1561065680566179662366725049283904378494,13782814.63558313226965639550204725715685,28744400.72361811240124830700091558879273,0.1410023806643388434180919892639317287422,7943936.70828780006266997302651917068526,32624501.0702878837696677520263469388751,0.1167845011872392572043158783874558341964,7467670.72459320260771956780160587511261,2684166217.78508907743515154185488729731,0.2446286626486365889113574511771567326958,1286983024.67949411371243116567485064611,2204802208.756432025278038803866328419722,0.1278256599671718575390854733135311139686,552387382.965483518063449393041417928206
1995,3761733420.665825357802066834310460207448,0.1040599186186929125921743122813979985098,767233520.294618073182041567524025199728,3635271918.262128526253898022523281298102,0.1075059387273991211591783644104465403881,765994107.400161188995591589228426364715,127952732.168421343080088342450650359249,0.1750779734740038239366595982113385662023,43907341.89507800786725381391553096528544,515673369.932349904288933978769206080318,0.1266921096795855629071855250007938009256,128050224.398929117200787658513766280424,67300769.59950238987641518022666767517144,0.1561361898645880558157251823135160026978,20595848.0508327699494777008094776983254,45282375.67598885940955592883769459807052,0.2082273093539112732786656822348329849937,18480893.40640175230915038337756066395658,22018393.92351353046685925138897307710095,0.1756744905313019354692412323466155283215,7581417.4642682774094896846514832160281,60651962.56891895320367316222398268407813,0.2169126944424191513370081366390303947601,25786114.02312812280291821559440374206746,1021681025.148079736133629767528298727987,0.2178713103920382551473467643479232797629,436286168.153318520123704126540134165784,3109073509.717870054279225269713230580605,0.1355286762214282606169439609070906770528,825882489.412458690711771167224697178769
1996,2611434623.790665992187390510562059991222,0.0891303407009890039760865387003512765386,456205793.164169364995977967834731683825,2309820947.221215403542517458568023158859,0.095403896151079038876268253865068641313,431917198.841508509989817418163137765008,302399329.264552015914806467530318982982,0.1775591836264415316500733939836043266514,105239804.945458797770502647893160815068,958645926.460052683995844279892007341793,0.1126520160885729583126993806533779307256,211667056.80841265663868310790722462589,161409154.928785030724133195991298989846,0.2061674097223582024163582682702421071175,65223522.45919913596814990515761704077187,142376457.56180503557572433909949921102,0.2332902738858083249699150697334086091299,65101483.84778993852000799356827410634564,19032697.36697999514840885689179977882565,0.1785994059672213612231332276438189859014,6662487.74964518946147620447420711529266,140990174.335766985190673271539019993137,0.164704440205241564328723924912908926387,45514547.16728735771586209194447052628772,258410971.473642514405011334577565804229,0.3689511977577195467491024329648196700965,186868433.380315155486851745451547231684,2107165630.836946855302147137693696604316,0.1647479242199000725322143318979748329313,680416280.789090373856870195032591303663
1997,1651199658.36306127532337742990068169796,0.0880202439074433333554204904695163426584,284864433.471247365088396393317023723482,1204421130.529504628647833371241627001841,0.1088187040018498666831755085268031127147,256884551.133460550107741717179298240397,447141443.760925679637144973729129424788,0.1145718818155138073358234289326120586789,100410479.832814181647227514880271782989,945797403.972637170940717835217846320639,0.0847000591891874172517469421638560153252,157013828.351025854895914020878765148645,290755572.648281668642960494268870923041,0.1374555318717316126905625636183047029616,78333285.2907573361989040202115777349565,261042325.340064657790129939967741937478,0.1529691764085322919720095846476444619826,78265601.8494741467250452268757913402324,29713247.30821701085283055430112898556326,0.1440893572144292931262587546306460848658,8391470.90257294663298479863510916231196,156385871.112644010994184479460258501748,0.1061034833091353645529164161948759524047,32522447.90415463563849551060077904445178,142858640.94409715831398633004839243259,0.4783571183516133232754178093860062544377,133941397.714746389837502549369590995397,2001046320.595576268903540653974774355899,0.2073471812694592063613418698747631283577,813226175.76362605438052415195388238011
1998,1078535549.237452218253347629152448856613,0.122371001799003856963616448568562280792,258683692.24661072156684162123968836197,778179337.579468168823651099578061486937,0.1650186431288030593389026894535322978933,251691632.860539857700038872281456728175,308387242.597622945707139070102582149472,0.0981228140918212951511185617641976360881,59309255.18444406036761330383177933289778,514598111.598352929782421944377736428186,0.086615861905491181591591542527918671099,87361823.583217775529503752005241801456,214923176.733341292055028621093526922142,0.1060257494178466627891885229223178618008,44663286.12561695919700598084968233133655,187639416.562017322329801133197164344525,0.1209543496673798557404633416923067614718,44483775.06036176460679585222516542831791,27283760.17132396972522748789636257761645,0.1450095074308670066618300521857239462086,7754553.06167896906676613231281692713145,93464065.86428165365211044900905522733086,0.1029413720777934680247676744201178650636,18857785.5928752895596834766709670977341,335978567.916953880901178840448835761131,0.420168888718492158630839215986592976987,276688773.369198031803690614004269991646,1386676718.57478469006390334457907409523,0.2910925048580975231625940978651061321314,791156350.89914883888253078185466216641
1999,543944039.680305738949934707853249617812,0.0985808638270619782667119219442755947495,105100047.678321786052878867709645895689,422435555.395874163766337269519342604283,0.1242570644624262747797074032259115397216,102881579.994570123777771288567368358523,124892451.950455040876430511934492239888,0.0976845966724979937209419466474828543886,23912134.84059029066142560634103902217852,198754875.210735890267956738944517260256,0.0785544549910386701720962518759242195674,30601638.56202286963385290597126059813012,85723043.90001135747276380974559596829481,0.1171542347522817174228907702348284867627,19683922.51313448045312683977407564189136,50690685.34227609904755297645553444664671,0.1850173658239267710397438626806697570558,18382167.8647214209024565429910232063882,35032358.55773525842521083329006152164797,0.0860087041124116788307993565801922457245,5905652.01264224338262461161620044310248,39169408.05044368340366670218889627159377,0.0874759290143693487934733136541306846077,6715705.50198473875028753389760193777378,187616162.957990691728476000896150372068,0.2007208985982926013324652726507632696195,73810630.24816351661076436352048875031927,551010521.539094163937620218190965730303,0.2499780001764822575149772329397255399677,269971396.171064792870304594690394085442
2000,1069854548.967973090692477714696901926123,0.1495086333039272056986794310962346839125,313506883.242374597438465883006459095556,971122042.897873004191662709252903808838,0.1623663359099463035349989879433763430813,309047954.540350291116539690270069947797,102408628.236921891587974009475435423001,0.1583969168688352548732456658206643807075,31793573.50805053628869916397536298339002,191135196.373822714077000678176146910274,0.1322377229908402732503709531743669327431,49539554.97768759563463535482500138959955,69783273.57323623132998040199108701107626,0.1517008015821012178876975976074338964339,20748909.93464267410069501035289152785264,19439839.62911804509746597700308105240282,0.1841436536302327843329634038895406370682,7016257.26677150904786648952794748954648,50343433.94411818623251442498800595867327,0.1953080012482655769358662436223829801203,19271651.9008156282544190830717317910448,32625354.66368566025799360748434841192526,0.1851407191991704631475665461006564185095,11838951.98806303572459412805505552196816,391861968.670634498589671210793773550961,0.2220330692478738667320580052498266358326,170532378.625892131825584526556744114779,1649053395.506943349513022795856313998816,0.5293546312569015013668724641892949204812,1710950742.118977921804116078112800661833
2001,1632346421.823927011370108725541752181743,0.1847097938022215637726208662137117528512,590960327.13822781010896817173074676134,1529424056.862281803295219900669209038383,0.1954200454802252428562011220675134242402,585805032.751132307561299762890265743814,111267769.69699428657193910017733443073,0.1103483722002527565576156270741802329424,24065305.83825522361213771798295726996512,312668224.802352933374992543294135113008,0.131904265653478396156207138017874005284,80834854.26803288547973386730288739635352,69263931.24884308232925807921839748163936,0.0993179535553684192685580677455662554302,13483137.73739626398769096237165719674906,25497972.22201081255437604461902634538612,0.1605709483821627074120390382147808115911,8024697.81976022080253467698189157861006,43765959.02683226977488203459937113625321,0.1206433048238766657505360035472662519414,10348937.07413550726869000760925600478286,42003838.44815120424268102095893694909093,0.1491085830461102952736960596879084957507,12275740.35366304667857156354834655694942,470874362.212215375667984284882991608102,0.4077083197386099833729338290824141264648,376279614.250042635570751085884579544922,1243755038.285839208346502639851845755416,0.2984229292396601859858308283286055875318,727483442.692417845565437746474219382368
2002,706591461.998818422940218800605353808813,0.1979030220884176807479670568002189178796,274079707.994421429085372729745332926365,596345833.794175403262743660267529579902,0.216899275514954223711759663610135688865,253520079.440383182187657027137102962839,114701488.801944634175321404325268543927,0.2435528962582970270408353189980830562006,54754324.41359038969392972243155024577362,284457333.528080587623344034691395231892,0.2184788101162179237402432813521994310671,121809883.525772490564201967892777269217,66581864.03299693005506822948537705048187,0.2475537052055592984447362106980870322994,32305870.79608786095510636953578430592208,44345247.48302883688262409472932848746815,0.3649788111165329889753489168067777023111,31722748.38184761192835673451273989587239,22236616.54996809317244413475604856301407,0.1522635212142761309725164040342190365585,6636218.05014798931010442652948438978061,48119624.76894770412025317483989149344522,0.2434456709443288134673348348511534600858,22960448.1014330016866582903557891693305,121065224.762928749728574907722608110283,0.2796241344492463372085016577990472718872,66351407.02502533483986544668106223565897,502830910.815413526373127377712458848512,0.3475626981998845878645598293181265282735,342539925.478568882988243417819164302163
2003,1129836288.446071946205654869933808470928,0.2048269052966426283388057960497736914042,453584906.09033741339783597675750021863,1073702960.486637313064122732786370568465,0.2182602138249124684933125424295269746648,459319409.970899806206796120436625589797,88088298.80827430286650750817720803985406,0.1231458852538872269469274027952261918265,21261514.61301760138991202526280863057435,195962850.792853743720619672396994339318,0.1228971661194502946034355010937496771523,47203226.89317558089200821840955368581507,54971853.53601354965602825878562465527074,0.1219867815675664304557519428534253128747,13143445.39973740079651255437515083732878,38646539.20822572050001499671039696642969,0.1536070045495126403748604917958685664779,11635303.08300245989148628849558928605543,16325314.32778782915601326207522768884121,0.1735492017766268964670656312563239547784,5553160.72986661177366798354809522311863,33116445.27226075321047924939158338458302,0.1387234662121472135729234768437354574171,9004295.03051405838099414021267739020743,542401500.309858868552228246982489930246,0.2489379891078424476881844040087695344579,264647704.001377576107356836888431598569,680200523.324953381143091866737721276312,0.4510905818014851065217988612397078725061,601390817.624322608326429278001703890076
2004,1553374803.128737702398798672159388533769,0.1654076409385076709807352859356919740612,503602520.890532844827542182455330627657,1491203890.551518133915105385768746889747,0.1729739864854205736003803925974523794433,505561383.958079160647180145646291043898,79938065.67350658230997425259006906687695,0.1546605298860378534398756499138823989314,24231996.64645366598816318970272880538572,147762716.280740329508926106962660260646,0.1182938845308689692948656583626637670469,34259674.3674556397758252528941322985276,58003124.81375644005197854324866439297126,0.180682194726779269520815539575490181561,20541058.50902721435848360314902372619535,39590996.92293644808374658437627631663151,0.2487164967425935160893918034313326729138,19299990.75215032389678354597297723199132,18412127.89081999196823195887238807633947,0.1593377376033958413008014311600751389876,5750143.73307177830705525030784393270025,21934940.85975014225799570934140467390567,0.1252756226921513935917062186261258632625,5385910.21484459889195776827885982932085,1375861102.541407116232658332799219566777,0.300512649829736334543698274847673870277,810388784.81586643219095175171088902565,931911258.852146989821173639830947389838,0.2875382301920020006255758559135302650078,525201823.57004012638591401351631359164
2005,1977261022.693447243718044491491770232843,0.1587836312374173770278377754949064458992,615355102.771451154784632572920614115713,1890250172.109899678110858685310873890825,0.1653741159268478328523500715865740647124,612692964.142763370447412342609314732461,89223009.38070290601857824944692694689758,0.1004177213341773569790165084162397375809,17560759.73347270864775940607189128699811,312484662.131433276675694713969030518785,0.1318653894039742584360058597462182642993,80763586.84327232451457115256915046099665,62962950.92706359212563427361604408629206,0.1044524569549917733339855880235709223091,12890204.44607800368272858702155519883225,33502191.55334384856607307475325234924372,0.1487011892137054265562252847085483576535,9764358.82148527119440998334044706940986,29460759.37371974355956119886279173704835,0.1479583198935012245415000234052748120101,8543570.34105568959662864240819951777108,26260058.45363931389294397583088286060571,0.1255515785181737319585049574952475560251,6462103.91003449925723573013250171585277,1512231164.209055244799888841190496579014,0.2469717056222263058741561993058131011902,732017487.44279890791475190600122672263,1110942845.499662016744264221585264594767,0.2288389893343853530911419457750571910673,498284994.425921387963484229561773745326
