"SURVEY_YEAR","NUM_MALE_GE25","CV_NUM_MALE_GE25","CI_NUM_MALE_GE25","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE95","CV_NUM_MALE_GE95","CI_NUM_MALE_GE95","NUM_MALE_GE78","CV_NUM_MALE_GE78","CI_NUM_MALE_GE78","NUM_MALE_GE102","CV_NUM_MALE_GE102","CI_NUM_MALE_GE102","NUM_MALE_GE102_NEW","CV_NUM_MALE_GE102_NEW","CI_NUM_MALE_GE102_NEW","NUM_MALE_GE102_OLD","CV_NUM_MALE_GE102_OLD","CI_NUM_MALE_GE102_OLD","NUM_MALE_95TO101","CV_NUM_MALE_95TO101","CI_NUM_MALE_95TO101","NUM_IMMATURE_FEMALE","CV_NUM_IMMATURE_FEMALE","CI_NUM_IMMATURE_FEMALE","NUM_MATURE_FEMALE","CV_NUM_MATURE_FEMALE","CI_NUM_MATURE_FEMALE"
1990,10813286.74381921280884440866542625835384,0.2276088445563777364847464862234214100126,4823951.41517027486279952571529470453247,6111019.09652258962405949974824969354516,0.3187673755741581220567685902805957329424,3818067.29818485479111324284167451084251,4733884.694547392704446651358776973687,0.1901146301240870610562834491235168730538,1763962.24599775066436871374328201672357,6866317.50536265235821094554831599009802,0.2077091497199194969879728975511213470743,2795346.062661915592561375203241165216,3768445.55065812675599765522253614571741,0.193450853198993621528019969007200084508,1428857.65373718128157350736191595630714,3526004.84055884323166652079670546482299,0.1952145613553065387157844145370243138085,1349121.87704130901700206347861269214711,242440.7100992835243311344258306808944391,0.591663373207202084853003817908378028044,281148.8451465792919308055832542524326326,965439.1438892659484489961362408279695834,0.3356508779785063691382430253803980949486,635138.9727112493292765569952353376707431,3293275.59587582670902957895436071546145,0.4965804901161032776905528481564149535257,3205337.76259534339079519599029136980677,4084130.97967319292072936003843351453199,0.2318530005238163231378960620122228981615,1855959.32345222641162226511650268694144
1991,32340642.8699438226178009409232849080482,0.2077591898597900107806347130414759668186,13169368.89392047257909424025346221192032,20691545.40888961202568632121445450628676,0.2413575392232258548069887328131785886898,9788358.54592585744902846575502928612472,11676223.03817042750025366809845613107087,0.2306936955790797469981369866135267086318,5279516.84443900743549733607484962592374,21204375.72504321163017416334291402498004,0.2222554128135402565868150754526913124433,9237063.0692368663340935777885652499868,7771442.30256995403255572637109896087289,0.2323311028777912159784014940368135287273,3538873.61177010933665769286852514241648,5143754.37845089758081939764484724177824,0.3129073102867061076249235244761630616626,3154655.96077961472602707912972060058748,2627687.92411905645173632872625171909468,0.3126454966486778963029530730114827543736,1610208.20030491425064012264476588868339,3904780.73560047346769794172735717019797,0.332721295373658987916615366283159834374,2546439.26081823316287328444978855565443,3547628.702078543778040377297703667166,0.3411607608753482864015581224461536102412,2372210.94631650694911940842824345856379,8273505.42611720464800672516503664773175,0.2139827920289142559090708283876174479901,3469960.07025598558902452265483891216259
1992,12774529.64565778279257839675124698739405,0.1824886717810920791713750503599721452041,4569165.61742197630301551339029041829497,6767684.89477878647881686272524023308527,0.2278928340445326445128446673840876832607,3022921.50555936422429187263538932163485,6039379.8759049675739909093843823089669,0.2346904225701482878121668448575833840208,2778073.84567006167236020469945621493823,8680354.71221058908322119900498445842716,0.1983516888826859908311392984490475551612,3374655.51384479402984751427287997546045,5031066.18661704382415475734622756626899,0.2608426451425596702932097828564585302043,2572140.55952878168192333225502596041758,3381124.11160641374467387153170550884852,0.3484261394883289263695952893390207127857,2309021.16182233993063126672688770824254,1649942.07501063007948088581452205742047,0.3571130353385150896498009896981186508059,1154863.01217795714659442843786886844002,1008313.68928792374983615203815474269791,0.2383121843961399444653727156777318024643,470975.1381874422513531478075542891688185,3145254.41216718601926614311072693348023,0.3491832786591646234946625472811911583351,2152609.68580117341572309540708037417405,7521062.86527383475328718296527900991251,0.2703720151907003598313539640981469649156,3985630.44958965806254066624486168733406
1993,2495288.03958447878413169939692344787709,0.2321581944080140984481812419693037073404,1135431.06896377777739804690185276367775,1741006.59803193222948368712952410914349,0.2810680521809684788850427271968881319048,959109.0133523771009708510634298973876788,874002.4492802806368880333908925595161699,0.3420448477981913325109907863657364179396,585938.1480890672591338404869448887773039,1332913.96757791307638483144643878152497,0.2945957123608625066020706197900538529733,769634.6499969434315280821507871735015568,694396.6801848944339251763259466333150499,0.3553651623846483167890901253290952852387,483658.2024660008007762698997021415396697,454136.1202062602139994541002320795173175,0.380373620510837617096228505855536628049,338573.1444852963091791012056406582341686,240260.5599786342199257222257145537977325,0.5713857292153546123827494657581215562554,269071.652319559461565665794116497277617,179605.7690953862029628570649459262011203,0.437666434745801388201477908288074570214,154070.536574720421758818550000049598073,966831.1598728682545968912320979787088713,0.4819889257592558031174449917754427039099,913363.7477898901879173336167359236933297,736132.6512738107295273050262803459421095,0.4586778727628769939434028583564835336861,661789.6067728337874394995100993649681935
1994,3092354.19484960446429320001555536212672,0.2662805436103379377449487767715260635414,1613930.16183891266181138634029380859243,824031.0824682580703795016417586097233808,0.2730734600897226955780416051879482584661,441041.1970657302483647713784285194482565,2268323.11238134639391369837379675240335,0.2906592755196120090582687643010333189386,1292245.93887874104815332921949128923417,2694896.56949093862265139565815617687924,0.2865782284758092046825766008429876951247,1513705.42222808734609627091501994379221,1987101.73218361830285802635535773277827,0.2877072227992360078548475367188718106323,1120538.90074075614005282885742586269532,1002940.11404910323494854710435082343763,0.4132377064332760985207693358871442430576,812327.237942376352791675540376958075519,984161.6181345150679094792510069093406363,0.2811587422800515222703784819775955318715,542343.0597998011810805623068032237635378,281221.3801977280910556720184390196250783,0.4274264757761266806909169505262332845878,235594.8683635937491483485303653768668909,307221.6187772448936537114567577578909869,0.5500755610688416691755683033370907580061,331230.4044698867051906167977177428018339,1184922.84937522016534066941216478954353,0.4203253561687317757418052136107921915032,976184.1126443715429319397889524567510829
1995,891592.1306239881872994448987037646579362,0.3461784701132343632626919759692678536034,604953.9994990460366301137422727045280046,551170.383127130526896043326313896866899,0.3658115690129779272526713395082177583648,395184.0251846307955494708315891519350092,340421.7474968576604034015723898677910372,0.5257879252342917794054872706914050877141,350819.7028691693104963179406963604802714,563817.2968874548890186417987018366629624,0.3965406451706225324462007577035303629007,438209.8903455712666982586417913750759801,268194.7379987440384327701102387013873398,0.6111080900796728418666633221266981427318,321236.1092513482282041404653209420870438,0,0,0,268194.7379987440384327701102387013873398,0.6111080900796728418666633221266981427318,321236.1092513482282041404653209420870438,72227.0094981136219706314621511664036975,0.5891732550654248255107874277320485295908,83406.2756877041186793187848896377931641,168975.2868652497476231194630057119503845,0.6198974911990504435121553221224970616975,205304.8185487200316888301453212535636558,2078812.66527528366847470361236641675204,0.7998774699416444937743814814655442283926,3259079.01375875955412933655597043677039
1996,678752.4971787124490472886735460231705391,0.3661102825903532170543499822659788692994,487056.6063599724252450503843298153480207,258200.6029818794209986173358780530574711,0.4573122618273017061053610854859121911801,231433.4714394401820447571832668131597355,420551.8941968330280486713376679701130679,0.4147782555309266644074383115339485128668,341894.1308289709188212349132691027566429,590401.3773985103891943680264569063425029,0.3827585390931234520144248120299090979,442923.0906355784764962852500985186114092,307202.6590182924736361776302499658374431,0.384512235802679126329619118137673407265,231521.4352767573454621896904296724048303,60115.9994866345996335759023379540562827,0.5709155664694296762324704946757291197142,67269.4734055443546783616980659058084947,247086.6595316578740026017279120117811605,0.4605591526446994198834371721892210859015,223044.1241856709995848842704845653115455,113349.2351785405544124937074180042756245,0.7725371358676174517741582925304987994937,171630.327255324827627657480717602143976,281674.327915686069259128889485574379128,0.6540999640270926615188200408833398120908,361116.6088037312899184186969768460704333,825871.1731308766121381877505808636363759,0.4249010829721766055142747999382258762879,687790.5694832704102332566576183798537788
1997,677700.3857803845406445875560438813694412,0.2618646667441138578582597347599728400646,347832.9399224860794201611400440170398874,368543.1109542260525735040158928173299308,0.3834999994711461769695814530046867741051,277019.1143978389056452543317598840421159,309157.2748261584880710835401510640395104,0.3003442198439043315778342807123547046233,181993.0570127909866596680083422938909199,549093.390381008144380987832127942826512,0.2552851039634259545929985163508275048558,274743.7119681295664545094971337688029707,189142.284711418786549351229977188575198,0.3790856922009334245192539908456159850134,140534.2224916166672590715473197917352347,88083.4021684035733692095114998938164665,0.5754746762556300912030628344720308969797,99351.9439988587634252793546075085992023,101058.8825430152131801417184772947587311,0.5064581944747473113383096977188705667736,100316.9144092072481135445679687963709197,120014.9901147397015217323101738754643123,0.500435319501454625698798868293750032777,117717.0902491460149152804851944913096634,61913.8387176923017381346415868657398275,1,121351.1238866769114067438975102568500623,350461.8576763438832961456307861237506112,0.3603316748818277123927921432579789805424,247513.7159910788910107020636469759108968
1998,1717681.20915096854483295822896127871648,0.3443627741286492350885700375369237394372,1159350.71385368496967465798647509134596,1552624.41022493866449794678482057483957,0.375538916925402754739205218063180704766,1142818.94323931874951789582286504890031,182973.6498180397694126787939385722611999,0.424585650477647139809365795387901651962,152268.4528113928099272790671062786626055,362823.7361949265813421782734204305608213,0.3177571017070218126978723229659587294895,225968.0449338733566169864399790179042363,153490.5487060230923973605762204927193629,0.4696154569188156336889450411654305356437,141279.806960065570104318017851419445076,51912.4250738771213282826666171353136331,0.70620235933459395504295710763925775497,71854.9270492666177198242207125882075374,101578.1236321459710690779096033574057294,0.6137094415716313478745315780488289276209,122185.3289191497291927661584930004103536,29483.1011120166770153182177180795418369,0.9999999999999999999999999999999999999966,57786.8781795526869500237067274359020001,1618742.67520695833021587937204711856374,0.7807074039141213783615530013293444313515,2476978.20746901545353041981821658023035,551653.092612430608188581106956721883501,0.4097273097686709740023443089495013339037,443013.5816208510383822006462600633519765
1999,1552055.17751234356420670832891731665191,0.225503095693416547021942204412859324272,685986.7645434160881637583367733464334144,1376503.14399921391393144455422547138813,0.2459383190174684368658995658004573267744,663528.3439405568525375304565742180285146,175552.0335131296502752637746918452637847,0.380681110423217162891459306796996462383,130985.512387470775671746574095999777534,308967.5518166213771481769497023396768208,0.3208932358997707072921995754805261607408,194325.3710813127976987640556133014743478,118610.4819289563387655130839102698454373,0.4520109132399785089619383159025982013361,105081.9352228213839492852774266676693257,0,0,0,118610.4819289563387655130839102698454373,0.4520109132399785089619383159025982013361,105081.9352228213839492852774266676693257,56941.5515841733115097506907815754183477,0.7073659430500902592891269922555643962981,78945.8880967452662912198245119206393976,1342262.17091500817032639735518086978591,0.4004852889174204958719135093897629034745,1053610.25651076935021109730591890390526,214182.0764484509938435694291866769460639,0.3947980562906569414448785961706934291339,165734.9882493248739137170561845160212443
2000,1746238.19499688219239531371672597749917,0.3028023692733418393546749277778936017089,1036379.52301089327786037812024997145522,1550194.14814080778619165132206689548275,0.335793514514840104447540055230204726513,1020268.47672169943971460290825145136852,196044.0468560744062036623946590820164271,0.4279174849729964837304692092226156740216,164425.723930176091002765217707922208154,196044.0468560744062036623946590820164271,0.4279174849729964837304692092226156740216,164425.723930176091002765217707922208154,168579.2138242067592379119923025344060422,0.4713510317653216192119986789542965970989,155741.57328564418620223707128491673573,25383.2121509921950407865709659941654364,1,49751.0958159447022799416790933485642553,143196.0016732145641971254213365402406047,0.5269405115202767718454431503786394701938,147893.3177639104982862850344070119025172,27464.8330318676469657504023565476103859,1,53831.0727424605880528707886188333163564,509699.6141228094376481768678977292256737,0.3552094217501286700662192429416672508087,354858.2061897006395544832717196704711941,205861.4582415552904063017289107808454742,0.3964894744509587540523749158218144460075,159978.9267202884075522120562179862996686
2001,7556088.891144089310652613502134379393,0.1941579676054348281411188597649923612233,2875466.72981505852514910065027093074515,7046204.30894280311218923328895180356268,0.2031857853832273541259782053438328803354,2806109.5707071194406197459801665853003,536138.1256863525794014668436007215245051,0.271353249728506153588695127840685554122,285146.3325083504201876257917572498100315,1462849.715622265283541586679932313641,0.2277458281862909816060154984015398653167,652989.5231930871813343242767163765272386,402662.1683247987613803170303480985234874,0.3314616666875065060345386082701538572878,261595.4639128884505574948058291257976068,77661.2150949630197126571239058307998878,0.5891158119253859289892010949065481235031,89672.8415801311070182224788961656994351,325000.9532298357416676599064422677235986,0.3872462684580864097762331590789154514028,246676.5965118069158233357437751774950989,133475.9573615538180211498132526230010181,0.4523722003682309844745970431463558542892,118346.3925546884673487405173119918994241,2317426.05839746428108292601090100558421,0.250734751961255045734289938368539201792,1138876.12596404082830684606310704604094,2102565.63767663070998199027581762381996,0.3684184019694804056490538739196764720061,1518262.7896467810239728198898042361871
2002,4139886.62037826531723228367690155388865,0.3117493285722243394347719446257126292083,2529589.4735653960420620022429914052991,3694211.509095167870193185000065029434,0.3424407683699693701349703117645694957394,2479495.31028363741641742493231460550843,491759.6209915947892704731014900802666676,0.292835295990639871270609118200642633973,282248.9653718643389324904813098157396629,757790.5934439150600933913012465200667601,0.223841995608493315515479541156985815416,332465.7030320675415326413568024217497828,372698.528588077544588527684340165938065,0.3335235463933678583299186008324208995927,243635.3205809598112555840239006572099974,262322.8584217317540812425873152117646868,0.4022808810902000352257634973363033837255,206833.8424073483392693759455132500916991,110375.6701663457905072850970249541733782,0.6047623820302369695143204424114691776219,130832.0642876467628625303709182709180419,119061.0924035172446819454171499143286033,0.6242164578384269791090420002778564030102,145666.9909983344744602562832388905690823,1757056.70135630174543612091219623663359,0.3325439890489396666451507426787848037694,1145225.34313022428143375173478519305964,669225.4395524033730796145720301710438709,0.59868726486883539391608740996640665594,785287.2260530941165533462680752109263388
2003,3238168.49449930815102797384069112475365,0.2726031901446520387662660557824315396596,1730160.72117977639754803581368479648943,3015377.70257011744212459584480021323189,0.2916710910944192423216023331342448584084,1723817.06895800229921215995937567951969,324186.1671094644773848438336365945981072,0.2921558762122557114720793877480278742684,185637.2716672063617477350064385026276299,728992.9597828496416755545230969231998434,0.2398244199868217528451720746333730732764,342667.4149586208480532435397296303495369,269613.1597844249648613489063189416691111,0.3220394399232514312541620132444634747116,170179.0991069120520638430392298789274768,126766.9295387558042787887809750117468752,0.4187158835042910418155403895827743400439,104035.480725854838698656192643145119768,142846.2302456691605825601253439299222359,0.4857865644157655921856451579000287159738,136009.8476843426080230978020759638665044,54573.007325039512523494927317652928996,0.7063058495685064362711628074241985941574,75548.6592323519012143265278206318941393,1871168.55485684268527907529368027271825,0.2992709133696676374834841997343178029518,1097573.19206199237330718353147268787378,514033.9676646739992669823877561155446702,0.3670124244508535634182690046989970639526,369767.4313364991925735819755850663202192
2004,2990278.5047469841282233166537681763295,0.3692917462025572219778463543028767822014,2164398.93447397170506268791139041027452,2514069.33803165826156556823380735112937,0.429717881090170163108025131890163547722,2117467.47575135264504854627602350862038,476209.1667153258666577484199608252001386,0.4268002224349789674615318932016177222659,398362.5094281670421578200061421440187431,730533.7211394153998719577844131341992484,0.3201448506532229838722993961714357532283,458398.1537405899232665734624486924100695,412870.8266904946284745923451870376224695,0.4468806125999437879830770088786807725717,361627.7771939431852609630588547639708203,223948.7706120954531309823299800341470136,0.3893581319877162019875610135839880249301,170904.698973483239915942044666754490245,188922.0560783991753436100152070034754559,0.8634351410121508278123844112843915655634,319719.006575501794445309238221334320738,63338.3400248312381831560747737875776684,0.7125984849201182480866881012260790678847,88464.2180725380492852321536860841612605,1770535.79376637230628443898727104616715,0.5060591307202934283759533676354980876107,1756151.7772170471754762852420704168357,133865.2132793474076713781760909356871983,0.4446649183183086676389979091423291411784,116669.3216919070082634160095142190773479
2005,1483253.49389536822576767567329902012168,0.4478396185657303119668094152370958514245,1301948.97072708146004786386871780117333,1415917.32218734834664485106576033323961,0.4695576213706741557510474820394317404766,1303115.34893309849736928092253054188976,67336.171708019879122824607538686882077,0.5783039469679106138348953297520925515618,76323.9167900154284193728885035518908238,170893.6948626528657485743522869290545919,0.4132882908898244299817811907415044020029,138431.5916243206258402380618771866671155,67336.171708019879122824607538686882077,0.5783039469679106138348953297520925515618,76323.9167900154284193728885035518908238,46765.370646840362081380164314082921425,0.7172697117308824464476142461409872196366,65745.0324887802338380525205086637584823,20570.801061179517041444443224603960652,1,40318.7700799118534012311087202237628779,0,0,0,2653726.67029907038214351405888553738817,0.8137344915381667104619228495146882779045,4232480.68856468896730103460887959929991,503437.5171153141256970505118399367704794,0.6652705481458136034096591873636660929983,656447.4198182059942713546546083184053711
2006,4819405.87064829851258845743695406561558,0.5067098953927966709375360640771575147342,4786399.66336039382613445240215284572307,4475291.8154486107392444154844593709008,0.5439084190841032379186291950708346767736,4770931.83671013314346808674760747151979,344114.0551996877733440419524946947147653,0.3147590035526386368537552599351463215144,212293.4743612983672001945700054182502638,1781353.56239273264754658452157291865344,0.5380762035301318541945505456523290143184,1878667.76551442859179492838195510849659,224693.3573511887658210839991043010991751,0.3711708450617877236748309542152303031146,163463.2617225095345982121628000717047868,52217.1774959148213122924697978746204147,0.7065127553083939595162131374117665934595,72308.5198162498377958768170199236734559,172476.1798552739445087915293064264787603,0.4348244916606779346305291813536253335792,146993.8597691244996180334460138471075657,119420.6978484990075229579533903936155903,0.4594634140454790039347543221320142903198,107544.1054206832885925277585147753782526,855451.8578666362320524885050303582876215,0.5670893627264712047049192270713764771984,950830.5918847024647974457798385005540716,280462.2064539566718199264269565780977925,0.4194429483483639321520852964979953708579,230570.2737596568543154267826215127276826
