"SURVEY_YEAR","NUM_MALE_LE112","CV_NUM_MALE_LE112","CI_NUM_MALE_LE112","NUM_MALE_113TO124","CV_NUM_MALE_113TO124","CI_NUM_MALE_113TO124","NUM_MALE_GE113","CV_NUM_MALE_GE113","CI_NUM_MALE_GE113","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_GE125","CV_NUM_MALE_GE125","CI_NUM_MALE_GE125","NUM_MALE_GE125_NEW","CV_NUM_MALE_GE125_NEW","CI_NUM_MALE_GE125_NEW","NUM_MALE_GE125_OLD","CV_NUM_MALE_GE125_OLD","CI_NUM_MALE_GE125_OLD","NUM_IMMATURE_FEMALE","CV_NUM_IMMATURE_FEMALE","CI_NUM_IMMATURE_FEMALE","NUM_MATURE_FEMALE","CV_NUM_MATURE_FEMALE","CI_NUM_MATURE_FEMALE"
1989,415465244.536136497932229006806507911645,0.1715494498551799236204347030957554742249,139694754.902879145280907045753299261565,52482709.54296419391477060068986596262721,0.1574151871405743753159252948811994225977,16192688.06692622976744294897573430134727,124293727.783496535192947560546561135349,0.1391489220003800036700050699724152068788,33898862.93566515969767810753963470266131,92111838.71424756684631623511297187936958,0.1478334769151201680827576035343247981492,26689738.22905710012173366328513050220482,71811018.24053234127817695985669517272134,0.1569497139293432358298672151630126137747,22090608.78885974398181486697104956182718,63390955.50552976297605303680673123874614,0.173326314795887010462014610632538243615,21535148.58996049626305684007810705805445,8420062.7350025783021239230499639339753,0.2690934107451161608130961323297932056562,4440935.46409740214712130871397121494583,285071689.091903199495826757923574909189,0.2248414678369745994170827568071351306795,125628036.5478107849197850907307553339,101060042.76085093781092655705018121903,0.1510586620606068612913467689383790665689,29921349.90059404685610175166428204203843
1990,315252351.493256305078506899333421511742,0.1166857722420972035620603979601302898464,72099509.60685024783107500282703523488548,36629565.95394206074557611400579502984552,0.164400205689239037455153075815168943407,11802940.02718581936537286627898980648418,115783037.552364805808109719699206785288,0.1602517725899200149031839266834751877591,36366696.52707899895284035305396599461067,95202679.08633557256159133918292981743699,0.1667926192663702836185232196042158447043,31123044.24373177970417031494934051627019,79153471.5984227450625336056934117554425,0.1707445898068303618738280762923304459592,26489452.99812420602306738105983057816447,65577068.95331833457988225818797835700844,0.1976031978463588671784440355057879598369,25398147.5199110857092706647564008645889,13576402.64510441048265134750543339843428,0.1704570058912324522792539524088012999534,4535818.17349028043755300133505006777065,173755114.90240597818247427572563029773,0.1747813039961017678003299614272468837694,59523525.29492462316790261590365037283887,209010225.935390330526410237332706070404,0.2514407807562193436580053019271929089579,103005241.014647566365913720445419982187
1991,302467113.461698592186887693955483047473,0.1295139226764068270175230426317253347125,76780456.59626742782156695194166472464893,53008299.1169748996309189218347402676755,0.2561634665621475569736538336356867244053,26614427.73040033052189310901066118434522,139117273.84514002646334422115829192298,0.2358741862628542737436449373675890161486,64315780.57612496500844686609059382786656,108734316.341648977119689873748558475711,0.2386948776939958174980220647930200856252,50870475.70700790052752796445118218423597,86108974.72816512683242529932355165530518,0.2276798009577444096775810467548848390124,38426337.48449679604177298069956497113047,56370611.63990489155008455398607942385067,0.3320564494772587642747779545349692020196,36687721.30577617673951018702972736168647,29738363.08826023528234074533747223145448,0.1659355911793958872368182837168373420634,9671919.60512565517574417725700147237163,125919724.046837203347327825216600588213,0.2203378372822557702516304502347739443781,54379964.14861078696368863455830389699871,255086836.853134325086967445564851658942,0.2287208542443170073126237670404154469021,114353611.293798031670995962180771823127
1992,167364189.520692278404062894178866383069,0.1397710254757361756102744482566545522898,45849622.21855633112086476031572690592083,45275101.56654837244438211665615352398349,0.2732580593445857666676531782939103817104,24248701.3257798854093307228499144800152,138057307.176047925361205532329804704637,0.252924050606780816294779765782624184885,68439306.15978803444758285189399048612608,114285544.686604230763829164835121014317,0.2622152543518959209609730237255970813481,58736129.81073607570377297829694432877872,92782205.60949955291682341567365118065408,0.2633902102253163659321161325931169985547,47898332.29568304467238345991603120049983,62713044.93802518607295602052825503888389,0.3654554763363519054813053992586964728348,44920898.39224491259785162848630596913733,30069160.6714743668438673951453961417703,0.2965264580011520706591637939508837874005,17475951.34960048137408945340589301933371,53768997.84576226734458442572831848645165,0.1822390891569309563243598827227260153056,19205673.85689368879341929030052818545726,150903045.30607702338984197362589437323,0.1653679241823795473804974244205694020427,48910865.77592844084494372227878668269716
1993,95548714.31048094019875114186034800875532,0.1133905018413729971679727849562423700472,21235260.66528828653028457862165610674283,27505914.0574595100321446758956005005815,0.1783936751218028868762817246733318700522,9617486.94873753927753812465454672089091,79807852.78108224098496905006223967513467,0.1663530683672746560662182266821326158488,26021511.13227605906625179038107609369907,65840631.37453130748649033847901110519679,0.1751877131074101833648826839308220841914,22607560.49450219536874190966310281568222,52301938.72362273095282437416663917455338,0.171743812858944171652356052555637316616,17605767.37756726228506720800623723766182,32206609.17543460078400231414588870967144,0.2501711211486893247725919778903643553634,15792040.51059963187518968879940075863014,20095329.54818813016882206002075046488193,0.2129775246607094173085667763264393733338,8388512.94705206744686675944421189598601,29364736.42039323013070753748574052761189,0.1838761439159435980778604606359347188232,10582970.02017635302516775685607305578573,67473730.69517079075690343202268419383222,0.1484334792794649775748213751865068232172,19630106.7898176738694135763425867282713
1994,65403824.69188327780129514959029172287843,0.1268812114656775770491105534398092542887,16265092.36233409566986393108495341902499,17072136.49166214810921077584068038821407,0.1307197127868755550448372187739507819384,4374062.96654289002843788990186893947893,53563553.39918651565049416729763509766944,0.1371762865184753316899140113582440753535,14401392.7221475469965646549606097971171,43979936.05635775670430597638231783522671,0.1479638302812261288612368142855406604107,12754581.99706730952586816250039749568825,36491416.90752436754128339145695470945555,0.1563457827900843997748120715781688032122,11182347.11739138757715792839493848715166,12282454.66146668243002832299360493655815,0.2072799208880066307690366563168753373457,4989976.21185711070859774139711097188061,24208962.24605768511125506846334977289748,0.2036845770284651121556143068226750233134,9664744.78135722705658089196594394101095,36975599.44039340548030981999897917436445,0.3371694103587801679650374387262670605104,24435400.47952057748417747318024337673717,56163017.76008485625973523886928600334971,0.2107809674493316101798831452683049923405,23202666.62795557124607926661838275216655
1995,47994333.0763408406441445094872579865988,0.1331025105348870898088949653593548323478,12520805.79886073183746604916410193930222,13892551.57561896896150133520931471662334,0.2034458642606964640115881943688796019566,5539709.03769267903216763836122593110818,40389058.17771529208176601471016002603093,0.1911971116950214618457035762796986874207,15135651.68461624734025130981032937866497,33487214.56623336276396487012763287510292,0.1980849924940774134116272477581579592958,13001296.70615979515741653931908969141347,26496506.60209632312026467950084530940733,0.2084032210095138863219698230019125900064,10823036.34989837873083272992505871103542,1938768.34413506061724030231173817139056,0.2213663955773736051430640233007066150593,841189.193993355203457519487918860175076,24557738.25796126250302437718910713801693,0.2217163921892434707161186257899078272274,10671912.12869053891686770233918249373453,26261322.63859868451081572253297373901697,0.1950070731213332989721414463129088174065,10037441.58153435283046644024911595007827,73317050.00997208314225849096944848132759,0.2212976849991655698393098921301625376183,31800791.13882274707412884072427074498743
1996,58320400.69165411706647601014420170255411,0.1373804531733157983556318393908362307524,15703682.82948685334727568871723303889953,9321246.15178123952876250310930248493962,0.2616786608672254050154259554052928934534,4780775.57279930997081503586931741562759,32088917.27402568351141370645856436558048,0.2630469254030917593777737216860289928084,16544146.41575536841686223372138746778216,27286788.73122760801737671010400779815376,0.2741934726533280699326356055944876750589,14664444.34515507545470527749367207883715,22767671.12224444398265120334926188064092,0.2881492228670888221911247721083136377593,12858554.011121665267096875467139591462,456033.7865539603158383510713885986566579,0.2603088714219063943984807562733495797072,232670.8950039151235669626203501158750625,22311637.33569048366681285227787328198428,0.2936631834158599266096513174668751482623,12842128.63654928469067966193838735091347,33181831.87662745754605379665688034595204,0.1762870881548042653160436469677683417671,11465075.90149892095999291257086037361479,55109124.62012556407255416672424333127509,0.2796324664617014763095174709030260533377,30204188.86645913825671348839987788769311
1997,64125334.75889054060734794305330781373224,0.1982222022757545032894142632263332176399,24913687.55205145286689383008344165611413,5091729.90612394793011527558358152655896,0.1387930846532759728116527772942024063045,1385125.92378886493329910933443950778356,12046071.30558904875357845552263258901031,0.1284314578578782058265704725370180563075,3032305.21850404139458501168165888832739,8676998.44855225268756235939762585134127,0.1433381808038049465620109334447764598271,2437740.53800771890640928526047803413888,6954341.39946510082346317993905106245132,0.1611749112198968611914076702763786078983,2196896.10099721619971814187735319667608,674259.8927575900350288526137620349390309,0.2562733756351911212800393375864269531335,338677.9231939227228178073432456619752826,6280081.50670751078843432732528902751228,0.1767112219024584177328989589705360158216,2175131.31832674002850073373617991013129,57318529.49399529617544315917557069288555,0.2885722325922911784693384760463412718611,32419450.6089790526900743422166310361058,20099258.41197158277754072919033179176133,0.1896529302597930844676000709838318797992,7471291.17760324393415696062494039872162
1998,77484723.45954061533871942672728344890929,0.1301646119284486963105674391012012059353,19768107.16060876707195033034042496750359,5651106.51644381968864959646949049114335,0.1267983170219902488739015573639501285115,1404439.55937027366455224821551684743124,11741698.14447965810711137266135099029587,0.1202801632299622166426534044105284724808,2768095.0040533172091317559886425350468,8428729.09244835155432711706043472709643,0.1237155607858617216651785080068282817811,2043819.29491333607373612606470373075076,6090591.62803583841846177619186049915252,0.1312366752466734206640997510660750415256,1566645.6312753486798385448765225444072,2013614.85668765325785748329556991081669,0.2232215254887675346844560279821473501603,880985.0729110613972668729764996237302065,4076976.77134818516060429289629058833585,0.1502669319283023948895116861248080451404,1200764.19030795772182015000360631439369,58116693.69641247284501598203591833634126,0.1723921951177521710252697266314048537098,19636974.22264873028239901794913583853619,13301943.72236780709877316802209471883614,0.1622147152949434217847135456293344449544,4229231.18703477735306802125820621891347
1999,135951982.527671378098943811189685041185,0.1909455730450992385367989147116488968105,50880481.25231251985128254706716938991234,7492977.38276378454805500966467365661284,0.218603440384182117854374254223000557866,3210461.64380233474195482338993264980549,12662415.65234475086433861635169790029438,0.1971220596128568129097435996210701123955,4892241.24800597541056363078060280856015,7582188.23557212882549731687028071932051,0.193039678042610282443744426889266073363,2868779.82467248970995545431042610558723,5169438.26958096631628360668702424368155,0.201349012751148199628660796548768499972,2040088.13243393768330940341403297683541,2409173.85286271888250031048421840623891,0.3187579746165570611478298592164764088603,1505169.0205618675423998474831022223577,2760264.41671824743378329620280583744264,0.2666191931295331808656514782720838903685,1442441.36435477811143092379080762441713,101027500.219849189535320940787739989361,0.1698997880350019237021158134804370310885,33642519.71119463559512565266230827325627,22679410.15182383978790322544573762172926,0.1965116544280912702480140389257437913738,8735266.08436077669249481527402574659249
2000,106954615.170107501592810845095798648311,0.1361785644490578348972975178722146303829,28547254.87193065989767368825508145416757,9621980.21320791290830947141920360947724,0.218986773058882372792998154265945248442,4129889.3387605629894823245953064550536,20080691.50545702799937756165917521766521,0.256734128955745962372847511818716340332,10104581.73126581201965866538039224321299,13845694.23665807878427728658362459951306,0.2768277552817833982762507035443709855379,7512430.01346988359488948492390328187974,10458711.29224911509106809023997160818797,0.3205126148002051178289179486275380426752,6570211.85128962439319672221814701253256,5993681.27618671412994351854477471492875,0.4899382005437065719527175148057358269532,5755605.50141135395019185156554417272707,4465030.01606240096112457169519689325925,0.350482342776720199457108234999780354735,3067231.79397193674684567004047920940714,73578680.69034496369339828476095711490107,0.1598939456191468753008710818353454102662,23058979.71529995619225341896113108583324,22259119.02412242976012087056370809617296,0.2704098896769055842369528945204073581146,11797408.40245139078207737275156951890739
2001,267150415.414572637940072187809583346129,0.1702905497001892475645270196932721084612,89166654.54341971152291217362432836385495,8236016.44520551802769448531130110151095,0.1250329148323330426354504648854071240876,2018355.35979210871483475203600579261171,20412413.85443656084094435237970696016946,0.1542896169432320319706225145546745519058,6172870.08839596935307663361194448459927,15143259.68325957381133104604389596724453,0.1757465405886616918319612360798367506885,5216295.98503450085306013441403587234314,12176397.40923104281324986706840585865849,0.1975454092808575663941704839190903678916,4714567.16315492334081594262178223884336,5770125.94242877388697415523356909716004,0.302425831234193182012807523326851738536,3420268.86355140834205655458479767000891,6406271.46680226892627571183483676149839,0.1744780494436462676403576815159515714952,2190797.34947892729046460814521051713204,239460820.493019210816286294181739180438,0.1890753539413689625857634590065743512348,88741233.20402412195710714210592003789344,28165468.57593667571649654140379344821068,0.2158767223463061018719120366361313443109,11917327.31746133887583816714978180657475
2002,179097092.197440679817274554033445347696,0.159420491977538737506483022100207152933,55961423.23773071073451962382578058266261,6915639.96550900362023715272997336478243,0.1454961351240468987384159595158043190008,1972149.81830627576891836858048540621332,17798672.96240552577854643302418876944,0.1624094528369735858700418277215101532671,5665718.56461509366601509276248683412781,13857742.40993889938034750126445255305854,0.1777764805334943254422729857240015698818,4828618.12060621571266876329842669562055,10883032.99689652215830928029421540465737,0.1987235195472925226853749662169273478824,4238920.65616548726918072407899655980928,1633003.69487979397625725179377437745459,0.3028227742109516631813480537579378505131,969240.9899932579615555849724024272308962,9250029.30201672818205202850044102720278,0.2233561501022174271605475063090908337009,4049459.82913306936395287177044261232745,148016792.629679350937617468433959749331,0.1911108896930545886184043832107120032482,55443737.02078195629972993482615194652487,29865597.23552999535914780474885080287537,0.230076895822753574226459795801767683587,13467912.4515329696917331418689569522431
2003,220170565.560008825966678897548630798768,0.1576223603309189729458946680005295128342,68019456.2691653831875549124867138257545,11738390.34627784974954238454200794390698,0.1536740240827575749082165509278934780945,3535615.93430275417046854929774924032236,24423540.50074851345218934323404403058271,0.1589672424474441055180799342171848652376,7609784.05304662032999145266902715430178,17058455.665487869923742902808842399955,0.1821801179619388532705019561005615630079,6091114.47215868520097818955344182953508,12685150.15447066370264695869203608667581,0.1998288565302066493686508972012034587903,4968323.73855242006786553053160668551043,2509963.08663133461075198477636441812103,0.2510744097036642082868903025671125713184,1235167.50069374067986073201305219196036,10175187.06783932909189497391567166855473,0.2317358822390744570443096242292340757005,4621593.66614220144653435825356307360414,137387165.612377130324276596175018204048,0.2151574684884532050538023078839016822156,57937354.52168735102866900925073560907989,60494205.89436722877197941526255269867187,0.2265106308002882628952279504475207963137,26857058.2443154492862122018068578300119
