"SURVEY_YEAR","NUM_MALE_LE104","CV_NUM_MALE_LE104","CI_NUM_MALE_LE104","NUM_MALE_GE105","CV_NUM_MALE_GE105","CI_NUM_MALE_GE105","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_LE89","CV_NUM_MALE_LE89","CI_NUM_MALE_LE89","NUM_MALE_GE90","CV_NUM_MALE_GE90","CI_NUM_MALE_GE90","NUM_MALE_90TO104","CV_NUM_MALE_90TO104","CI_NUM_MALE_90TO104","NUM_MALE_105TO119","CV_NUM_MALE_105TO119","CI_NUM_MALE_105TO119","NUM_MALE_RECRUIT_STMATT","CV_NUM_MALE_RECRUIT_STMATT","CI_NUM_MALE_RECRUIT_STMATT","NUM_MALE_PR_STMATT","CV_NUM_MALE_PR_STMATT","CI_NUM_MALE_PR_STMATT","NUM_IMMATURE_FEMALE","CV_NUM_IMMATURE_FEMALE","CI_NUM_IMMATURE_FEMALE","NUM_MATURE_FEMALE","CV_NUM_MATURE_FEMALE","CI_NUM_MATURE_FEMALE"
2001,762232.7652171144617238798535984261824445,0.491604741271453700618487082422503546626,734445.7930130411664049822034960841830831,1439936.35465599676822914707110821677903,0.251335450878563121209469268758415493121,709337.8237504430612207133511433405110071,938333.8098034276689015543120905678418993,0.2754114870126967949936890505214345721075,506518.703349612007055370445137762169109,343445.331400503718362097731442727625194,0.7560013411691355121832922230751351222685,508904.4570678356815336092029958634952485,1858723.78847260751159092919326391533628,0.2434800546834940757899031627730061752157,887021.8525312906346917645022260143095404,418787.4338166107433617821221556985572506,0.3340512296482536438696327453738344968206,274197.056166243900449553467917847362929,501602.5448525690993275927590176489371317,0.3379606141927327270666794002954754465683,332262.9321124635565720364067196521198299,324328.7273123251070616527903470404417755,0.3118643855356727937231965738461932311795,198247.2953394570938407300646276052155605,614005.082491102561839901521743527400124,0.3115139081772113987427594969314243826196,374891.4008594498901911033699217480198118,367353.3278865910605160044765274192883063,0.8497491928220099915438472734390918564895,611830.0599501354574248152076884801925959,65582.1942501420399704457864613275892357,0.576987703105001258030500109736144854884,74166.6344649519328952166045380670098015
2002,168276.2047255656894683137464972199816305,0.5494648224134059168562747040052203430715,181225.235694032382660854676160164098316,870002.275411148851844515076835331077932,0.2973759189422597922349322742397343900416,507086.7432192048658284827736691719663882,639943.3116142963547213243767647860560431,0.3411974560633667638457950934108376609155,427960.1786972260400789873419435993611653,57758.8812075482868709596012774441461073,0.555165602557506872845886215931621947178,62848.8584137265695371292159277391212788,980519.5989291662544418692220551069134573,0.3109270920951650990624921365296978288392,597545.4109692319155961852251714589966677,110517.3235180174025973541452197758355232,0.7223702085925349127603999414713770561436,156475.4672038858352018183133573048372764,230058.9637968524971231907000705450218889,0.4170662979931753920522835545100970079881,188061.6870877624962771286359209867243409,161024.3541525650901811346874126380125038,0.4028481834827599296630349439174561584674,127142.002391017096216721234804893214656,478918.9574617312645401896893521480435391,0.4168414402090446131489682581830784290168,391281.205224653977456646874569175682336,19860.7082282807482456091573987763508958,1,38926.9881274302665613939485016016477558,141385.0831536330903526582868538559771238,0.6489997290087087403635471977989455206365,179847.4060790599888901516774950932682311
2003,1155222.81633347923467307407158307554413,0.7189307283241725382373444132799237094742,1627829.35421772685793155042806310013206,744913.6008863967679210457101965276023612,0.3633735931937835309260136704413071568947,530536.5862750995337473641931395606670706,464909.4925973365179506297320166323474891,0.2866536130910622028957895250339774622114,261205.252194183541197310585668886025179,706054.1953396002139465028556218600576412,0.8753426617844098804879636215119416177609,1211357.14307672606039546600313117920836,1194082.22188027578864761692615774308885,0.399009832092178123267873708539526771181,933843.0718391394965735230568891490088288,449168.6209938790207265712159612154864845,0.5250992925852015250528223507713129907066,462281.925265298489372187382988745503674,280004.1082890602499704159781798952548707,0.5659751363673280230031881026092343182301,310611.7122097333973267908994011936557128,156607.687821955665862298039830346498053,0.3954895179353864286020920103803686398574,121395.9299648942388177800127731953494476,308301.8047753808520883316921862858494358,0.3031623065206107602121456004363802422078,183192.3530307361558882129122546098667971,281104.5454144493525959575619843406166773,0.8217302690815656304491599523148522321117,452744.5429371946388302360196674641717456,581671.8609906895917846923706147242819088,0.6519924220334310983171313765080525140962,743321.4651329853929191235440480743385553
2004,913362.5875256306475528449717225966821937,0.6083565935481778718756002112993634367784,1089074.29874602655598835981496946797478,745870.6895715487656671549935040581737079,0.326441235810168050026979938483782933625,477226.5813303044600563615498237757696614,562339.6519830444566972809043756947988421,0.2715216322039615538745577191671420061647,299267.2651125101154120880511557548818507,666270.4287553375596881448820139257799048,0.6577636315436616373335625785419792888691,858966.9753441960995466213562078943820716,992962.8483418418535318550832127290759983,0.3686753893560432965329618898385540309586,717518.6908678880597240240598129433659577,247092.1587702930878647000897086709022919,0.568189642732364867075557187016048754124,275174.6026107767474505878491006127214742,183531.0375885043089698740891283633748656,0.7013622194513061312921443799334601383688,252294.6022880979682094960722196853459706,252260.2250680746345559002266351598751219,0.3280125935927815897924468092110532804798,162179.2801423608401247054460621069944331,310079.4269149698221413806777405349237198,0.3093097566617027086385750543683366841963,187984.7604863443084286270594145979957328,521789.5033405240846649532214559671691736,0.6160492390709536912985589104943722351876,630038.1319167557946612611258551501592427,79654.1948725386563963149450519225200708,0.5856317089957548877466309823019582006463,91430.123652895990649894008478090853764
2005,868207.6007499717577326716268985787247188,0.4658086063047961354874981886657597150482,792660.4020776074322158476494158637020556,811141.3983222595451385744216733191031541,0.3844688560929518186965533390846875572184,611242.8668634891691033098871253061020776,500941.6785024508847561816768823417080046,0.3750809906741817929652089055112458844781,368271.6540436660383584359055844632776032,548877.0679487200494119506939881677746501,0.5320868302915209473382375670782127890829,572418.5082368949042805988076534048949602,1130471.93112351125345929535458373005322,0.4028351556148084356230317517292081115608,892571.919132932812465773839321501110991,319330.5328012517083207209329104109500688,0.4591128329736391636567500828292077783115,287353.141315953984563732958026049308116,310199.7198198086603823927447909773951492,0.4790375200025508776858655965162695304883,291250.7167964158474116054128380424303572,257856.0654401515015777806463614054966152,0.6029605407569289178090428519877488651382,304734.9840042856872890317197847961254147,243085.6130622993831784010305209362113893,0.3479752082810237641726810735585014461009,165792.0229975289984847833660381146544403,250286.9005936198502776581337496865085295,0.5911274110081466930646046539634251163449,289984.8372120333565093315572185862506093,76500.6806642826334113911954415005156043,0.784517093422707865490486111000148584225,117631.5396136194494558567172624176173628
2006,1840213.65257030274832103891421702345132,0.4887908568426571946473686938684482155562,1762980.0317062525429330372846859964348,1881618.84914927278377795901256464299957,0.3886872160001868461453802177142715492231,1433467.9364166405047613157812971118249,1239882.07069449849032668320861042566723,0.3118272362145245462753492509302208946022,757792.838699750118459023503273071426456,923502.2205363475652392568475902474140408,0.6325476992858901881008136201390699956961,1144952.04157592774672211955259381269874,2798330.28118322796685974107919141903684,0.3394625826606893011411787765137607963195,1861859.71180062005878144811174887663664,916711.4320339551830817820666267760372762,0.3896287737504550294255411264331405925494,700067.2162469705717649170976956254861543,641736.7784547742934512758039542173323419,0.5700536448470229964277332119378814580227,717015.8035974399450007740924261607959096,681778.4396790853869423569117851519374005,0.3797847918053873140606232642432153334637,507501.0022310095838545312347173591369855,558103.6310154131033843262968252737298252,0.2779090642521661038817604117204522878409,304000.0333884101009273756443632318326637,331074.2088135430645697523915893002297123,0.5347640905823537023539474392094965262441,347011.3324552353905995741348401172598232,17812.9294394883815505351471283514894718,1,34913.3417013972278390488883715689193647
2007,4489625.57329113090083551244726223296644,0.4440603123353024830347060524150258369658,3907582.48731467327226584151996322216382,3212417.26800353873512892117825241082562,0.3690408017571398226121669997912237683411,2323605.56655851302635397211384179201175,1192533.74181189857060357125634262221352,0.3119992225531380170605585400891676321235,729256.4166148460682459412156344928504783,1972067.95632043903937158145398259659743,0.5077361273967452332937814940833864458571,1962528.68832649276237567469212784265618,5729974.88497423059659285217153204719462,0.4201622505534536413090183323580434112793,4718737.52083965719299575274112585434396,2517557.616970691861463930993279636369,0.497570220895362394474364897651069138534,2455216.93120210222646898974840069708625,2019883.52619164016452534992190978861209,0.4218140083241420091701023226824646044068,1669949.72640036372398867035852364096029,680945.9031580497971666258874391549173937,0.3883081875913405939097742630321999381578,518257.0642259796581353021032084655818125,511587.8386538487734369453689034672961335,0.2661279681672763895485950467233130959239,266849.7507984729042404612245435652826774,832898.5770980286055277599222450726528561,0.6006151111637186611963864757861140974578,980492.8840847976755403867185392240832356,99602.7914664537355143019613173663611577,0.5105181859682421351783780215226010183142,99664.111376981055084057251994711151902
2008,3798161.00152955713206355079376667407747,0.4739644495813772157815242323427665300175,3528378.84548236158408461159875216824984,2257276.70723459675470976017250439582762,0.2852170686312399511584690881254350683204,1261875.13723297745341443754875875937734,1456515.58678184443737271339354331401866,0.2865145102110966219490458275182505348531,817933.1859247911858694627278762977386952,2446486.48079155312352874869923060891309,0.5359557230775277487649130711007282488345,2569968.52439158478947251245064337270835,3608951.22797260076324456226704046099202,0.2892697249619485571129787416011756336483,2046162.24506877262841918795974978440508,1351674.52073800400853480209453606516439,0.381742866972881622015617030102244118017,1011344.52925101391560025646447705902826,800761.1204527523173370467789610818089599,0.3330788825259314943261998235404817418402,522764.5735744065139847589192666448461922,529322.3868545643526275259406185153006026,0.464996699284537664751502634204079143639,482420.9989797797229058750810214403884232,927193.1999272800847451874529247987180512,0.2443373432353168553844245905974366593966,444033.9293467238506377606144827425087282,691792.8881775959811689307316343450020337,0.6501892102981155057385276442787848538345,881600.6924419255685447340461219269136083,67433.549573337299760956757179471385558,0.5824214471364050181032360431867433600897,76978.5012349733299004848271756630874278
2009,3367209.95932229568756457492780427513153,0.3084467269682266153539301310413602718531,2035665.58629684406803841099322637404472,3571357.07098384209951432142071896047034,0.2821533239954304809205471301019941482737,1975033.72675524420421166178152371529133,1410062.18349053870214661646780731717068,0.241426673629154817619432684212972688053,667236.1802379520553771671683284294302853,1794624.04024315426891929393961442482267,0.439554094284880761170696172718787962356,1546115.31539826803087443485110911488041,5143942.99006298351815960240890881077923,0.2634691414207295221922793490762639811489,2656329.67649378598044757663924602397225,1572585.91907914141864528098818985030885,0.238424677676749721240755728064623743191,734888.8501158614445818682142439075773933,2161294.88749330339736770495291164329966,0.3473247886674799973917323820235713365058,1471315.72849156445716333662650778910488,597466.3356923225965319622108174292954312,0.3369397769172846678535988985834035392437,394567.9407729670321735350882083360777579,812595.8477982161056146542569898878752491,0.2844857358156887983892339746271199389162,453096.9782560319834760113809590907949165,627855.2415643410557111081208539701582119,0.4377448173200537798999376299504291797101,538687.1409231605964029831630499443588619,388980.9116143014741574834559508904969072,0.5218336261293195714752256394887249292612,397847.306421447421176747987917687185162
2010,6210112.83247354899925825699156860430842,0.7493547923680540605515364531764319771328,9121012.51183439262461950205968923394727,5710992.9474181998074387644835534786208,0.4070010467877163697562747686069064629879,4555785.01128108698848471462992448617999,2458050.60637609928989030366533263273536,0.2614390431462434079735409719349880096878,1259555.5811305811563767496413225548114,2272648.49075859203680845028344256310435,0.7475866436701258530765836084376083859376,3330043.24859845799152126807824578122059,9648457.28913315676988857119167951982489,0.5443153785477633114747490105754114935987,10293535.21620342325231269236086731018741,3937464.34171495696244980670812604120406,0.7557481636777444227863796551709492955851,5832433.63376344788336559220201784018848,3252942.34104210051754846081822084588543,0.5408270411357386578788918494802550383328,3448187.19533028572944712459286974948692,1783037.47358843503301227315884127294176,0.2921031146613544154004130458894216154853,1020828.36720246489368290584904106837959,675013.1327876642568780305064913597935962,0.2965682707212074694916669516139663608876,392367.4559096870635741905410489122414312,393266.4573019213138984849356542986782866,0.8028303403790077521681227708194286445258,618823.4377996820938679596460070304233681,1008349.45193889827437780348262859293406,0.9623218936879205147817442387650807995957,1901899.23801447406831110052093582476926
2011,2551018.51805881750869882676597013377738,0.574234613997433445595656190221991980459,2871170.94267490715623841086884305908104,6462451.51392139243574062529382454560441,0.5713079765852726694265138623196568861838,7236418.19246977105694747668541920996468,3207075.02853933105327912757121117039644,0.5100261345393520841987690060105247021221,3205956.47676785067835424785629864306179,750909.1101404210817975269395997245254489,0.5209500822557696122578369728597715262992,766724.8788807478869961487975205368015726,8262560.92183978886264192512019495485634,0.5872093364501095863682651356616001245828,9509631.71593261046275675543944522076422,1800109.40791839642690129982637040925193,0.6532482381683793499184493333632222702557,2304799.86649671325247046229600430700055,3255376.48538206138246149772261337520795,0.6362879531296526199769058003586828463048,4059859.4074783025266032333787429689498,2343653.9489573991513072483195557156851,0.5850306470282312100199773101277915250586,2687374.3968908801200364439609507595051,863421.0795819319019718792516554547113409,0.3414066766467602507319838449892367714563,577764.3338005775374874044859265892428945,355523.4042372658312565027341210349169373,0.6055558444624070920187913789530884375591,421966.979546932571185862141864856383175,50813.5822640444947152461183426615489552,0.7226028176876308431556888819951694886448,71967.3539327695211767060912416246008926
2012,1635646.81261747540245286310837203751042,0.4357059395566758838230710247368969930382,1396815.6212977834340198455745459950337,3778004.43142754777291512492051419923061,0.3484409712528401205957308170968114779705,2580166.60562893156606568928025794943403,1808448.26647435928009985499232423666369,0.2940331370488976077082697310740397586584,1042217.68528490930285166797131486180502,930221.7322148095951518586001240261053946,0.4577107108649202394821576831024215454946,834514.0026155144323926004373841802509009,4483429.51183021358021612942876221063563,0.3608279825451474285161730028697529304567,3170783.77824865947768884005627158144913,705425.0804026658073010045082480114050238,0.4429448217581660785023958722362265355941,612430.1975452896104148251437385077298172,1969556.16495318849281526992818996256693,0.4268074836447115874780335030102106247039,1647617.76889477379534724674932120280004,838916.4492665121849376699366091735500043,0.307851398939153116118430041307433173128,506192.7408995351824891499520270491095232,969531.8172078470951621850557150631136794,0.3172215467484567682652066112569778916263,602810.5100459700066134060365679247931047,181397.6557749387211976764585262230142844,0.622658535665657163396122707046776330745,221379.6454872923143773185233503060577308,122700.2298700525864392386469037830636043,0.4382395949101185256933960736174633655184,105393.3141059153302806556227270018623769
2013,838154.089356759294974386016271638165767,0.4156004520709969938521011214262222455048,682740.9481459749870324335644267716646238,1258438.31651683124413899160421067035533,0.2131460864001048328151967868455530132966,525733.1561973380106959242866975593403909,806920.9452812105563299841107262424411369,0.2367620955869075297378531740794357954449,374454.6561963855981174012065341057730109,503559.7689123972457502804112131951227802,0.5520891971732615393015003054681309496483,544899.420753293058908973255681128303715,1593032.6369611932933630972092691133983,0.2152821792639327998923092231290349877125,672185.0139382073818636446359911824494492,334594.3204443620492241056050584430429865,0.3299915165071207609238378415169498663767,216410.0429474849232153023526260108843264,451517.3712356206878090074934844279141855,0.2640572724650634864244576478874696622368,233683.8332173840813594019606933416687819,519874.5424696988024341681445736809062715,0.2687421592293245721206709550497718302343,273835.9258604615482981654794125394583725,287046.4028115117538958159661525615348654,0.3482216574135076068847193208952631770206,195913.3173175555073077439631414655446091,255651.537814879908727994285860268624973,0.7835058805502281407427480869908490535178,392596.7871693481634118190386287736475069,53320.0767908672915221982360635080737095,0.7241865043063567925319357568640884039242,75682.8128402283937300877376960560022965
2014,1301904.78495253926253356985641106879544,0.4432978996269645846644080997556572115745,1131178.04710016109863036990377468212741,3436495.72240451553131347088436012867799,0.4984084754189380235032027585389500042563,3357046.0438231798238023560636021604375,1809364.86261469038178478102917924886919,0.3815199440228697792253614031405679279211,1353005.21095934012024470552289445458917,578878.8678204602763087438281678438982359,0.4150588559199266601080962048060865018195,470926.8491638140750242889822134005385739,4159521.63953659451753829691260335357521,0.5029480425943753407080482228393057342685,4100365.60279839909958673225926604865899,723025.9171320789862248260282432248972063,0.5351166746195353090700050089820045938953,758330.3199013373092659355254636683228237,1627130.85978982514952868985518087980881,0.6436155093165430966387770518487759524142,2052603.44781465425575341986005053996541,925808.704221697753174356070121188432017,0.499567781727480940376382162143672538338,906508.2333171730481092050275215354977845,883556.1583929926286104249590580604371744,0.294356649561380804629253364929090801541,509758.0357484165646515826478845040369035,133852.697825530840075364918857429049224,0.5188131835095189782119500724526310571941,136111.3067891945943170371800321348252392,104093.1750911267718213371140595801553854,0.6227432402986666229450745171911853250912,127053.7094524804868932804213811003817457
2015,1189099.48921996372112500141569126107754,0.7641291400060326523572541014299709860382,1780906.11735535660286655526771505790511,3247986.08048748156525634595467879601453,0.7611651117744491158055058156873462054292,4845617.22847237322430540487764885614927,1978543.37097474757682089755584563993858,0.7952197081581014299740527833214551291687,3083818.29680758256007482374517915088574,196897.4007465531994998622680378060657057,0.5376487984119259674975981062800796936012,207488.8358067589340027050890023211152595,4240188.16896089208688148510233225102636,0.7737274484108075684233056904381689534911,6430269.94659353826556722543720106871441,992202.0884734105216251391476534550118338,0.8185937949669806321606220054345312043166,1591932.52703612145992910923814608706162,1269442.70951273398843544839883315607593,0.7124253712214761583278407679830323862666,1772591.05939525182949297498809489054255,1191221.08255531831959590507551401615909,0.8540624252860559480761588740737732112193,1994059.24696538942416656027488937584592,787322.2884194292572249924803316237795085,0.7096035764648825004561982437459308235624,1095025.95491816777610594978035350467541,18912.0889352755450012543790506567212133,1,37067.6943131400682024585829392871735781,50270.5613974938514373902109137634732283,0.7248196498990856075353186825640163338265,71416.6977962294829828806484340088806219
2016,803903.5764539580553791957370846034017658,0.6239141657857200658608411959226440087696,983070.9853798390213240445762066369036188,1837740.79311917676128112217850502328553,0.4138985798269765274119579278145935139649,1490851.07654977232750130283175758694506,1178070.43983345916682152943657192134049,0.3732960196234703567754301406932966753047,861947.2518107666017100534923791347858882,268840.6453881912622451251377407155580102,0.6146178071537669408022424386685457594676,323859.1259668954185685145975528448729541,2372803.72418494355441519277784891112928,0.4466634957693090448666398401372379168838,2077295.82018900927095901356369715685269,535062.9310657667931340705993438878437569,0.6430477344638804449249545032988627236386,674379.1710101917527729800751646887609579,659670.3532857175944595927419331019450395,0.57840841920838919272504560169736079071,747855.4170355578212963165394253458748021,486154.4241251816464376606564828615030809,0.4145772775453623378940657666869951281495,395035.2121360844057607505777424370745607,691916.0157082775203838687800890598374108,0.3605542826875278022587015833699101535299,488967.634138472032074660697690759193994,0,0,0,265764.748571385660739076473143018602355,0.4392713196563511541514416758796646955659,228815.9503732582508439491587991537001817
2017,208657.0974897128472532688780148280414461,0.579323703799943587044136368215006891405,236924.804982097261886929082271560098751,985695.2527989884455281444685963196235927,0.6264502699495234361305454404708158652053,1210278.55211962451376674978912401657747,663151.0660125107078882546730983169116661,0.6138857726974605595336698183144534742988,797914.0489655002298082987543991077716955,117221.1559553505405337409966788501101438,0.6745034249624978347149322118576225992644,154969.4994930961974201281174916689438533,1077131.19433335075224767234993229755489,0.6570931821886449767659098035347331760942,1387240.10567354811914492188093749774776,91435.9415343623067195278813359779313023,1,179214.4454073501211702746474185167453527,322544.1867864777376398897954980027119269,0.6745802471197343889084341688912353513377,426460.5969697336024512110357258311224776,279726.5945153951930258455323388383529083,0.8762045501258223602267370792041097969237,480391.521214956740094277643392815082914,383424.4714971155148624091407594785587578,0.4565194858540067202394999365033944563289,343079.8554797465612188917428225484235355,147728.0960238494078414580539426939039798,0.7268404462185111675823372952751619013628,210454.5202566521071992481563434520784144,0,0,0
2018,1109712.80153305001105851726566171951963,0.6097820520022107425563106565849168359566,1326298.58053381273091993368381856836414,892315.5165482264489864315924752370193715,0.2843952968314707104749307618554944247882,497389.8589442775524635002393662033154039,660027.5434973317546516370156236519760301,0.2655766155956191531827684100288584242101,343564.2471557468839164486561684517888873,955291.7924892595566526369356700085870638,0.627804170247748691781774156979540802563,1175482.89541128007860639539105780520712,1046736.52559201690339231192246694795193,0.2976310487435719280307301510947130571752,610620.9281455032274154240579779408325405,154421.0090437904544058803299917109325661,0.5658588808102521890577982596999269708258,171265.7787281738322741336626506280446396,232287.9730508946943347945768515850433393,0.445428177568143041565455244919150869681,202796.5126738335769916699927541851147481,243384.6395616538899569782285805734128684,0.3332892941546126505407748711391289962552,158990.2896660537398121206788611971900231,416642.9039356778646946587870430785631617,0.3077687766513257689353531381882355025512,251330.1666156892610924759041317214920246,983126.1711908351221809058251967347361667,0.4990386221341256268512564003717690095186,961611.1425159428298789262091031857764614,577270.9314464787775201031871089488935981,0.4188413626182778266477395313599045761639,473898.4893128526115980298700730213500746
2019,1940844.01101443495046948433156408555851,0.5854731641137480685492793013764390961616,2227171.68499248510195448561384586956547,1652458.44357672305191612650609173675364,0.3441014258361600611904006016724905656099,1114482.08087671441448917419684935424483,1170146.57239365818665376775896391906439,0.3347488606791614472928757702007437405378,767742.2545953498581728337687202313962762,1537637.09704038634610206350867367867353,0.6475632453412151625632348754167811438492,1951605.84668437443791626501324522420865,2055665.35755077165628354732898214363863,0.3521504609271406687068397414776817016228,1418850.86621998094605054784591964883034,403206.9139740486043674208228904068849834,0.4896338549026611226195016193968046290908,386950.5610005373963207819949103885454994,482311.8711830648652623587471278176892548,0.4368406620647244879149006471030554590916,412959.136773400888903191956706236346966,453259.286021346589518159975816011470005,0.3672932057795577260042115557235995958975,326298.9501757823765388341756965454587228,716887.2863723115971356077831479075943805,0.4231192665226042249870043732030196487207,594524.4926668959163858514781708115605235,1510706.43449146728908534573404411421737,0.6460418373337784513964505090854186175085,1912919.93879722472727123125191350507542,757996.1357791637153762634903447720909555,0.6641340897288506273147621391555393229308,986685.7043612150703818351105607655295284
2021,1748646.55153013370888005381610381136448,0.7294171233958715337400039037030726154773,2499965.76540831270931762196765285565293,849835.5576123894086085700881454670930698,0.4079299260499329056384025614089753733767,679479.7780959939934128609889667630367867,681862.0979758484082468776312412915776364,0.392804732186082435795307513610430701193,524963.7712151571356220962670590807598771,1325735.60351317197526003617168637365613,0.7326924791290705267661572420559662995098,1903858.75177517133375320623901293351648,1272746.50562935114222858773256290480142,0.4958506431804905415835557517343457857055,1236940.65990718975570704074005875051493,422910.9480169617336200176444174377083484,0.7418629621916150496510119731547741629894,614934.2585326896260826067591381407849092,167973.4596365410003616924569041755154364,0.6428398908776233605121921373094111450747,211640.8793076581420011178114144796052228,275985.7926213789920840045047810862480185,0.5381143193097773271836902844907383937374,291083.3375938205357964224420992544996865,405876.3053544694161628731264602053296178,0.396870700813619220453136878212237700135,315717.6109493547454287449061587519453621,1053100.15318360891319169087370403824725,0.5485462697804540274230216760358916882112,1132241.35503882305835205527623332161418,751426.1222119069854888855006888490183632,0.730206193272404610304699137569961197683,1075444.17612257050711018810973378282496
